aa,first,last,rating,resourceid
Brandon Thomas,Brandon,Thomas Llamas,69,212260
,Jack,Clarke,67,212261
Tian Xin,Xin,Tian,56,242908
Ivan Cavaleiro,Ivan Ricardo,Cavaleiro,75,245034
Zhao Jianfei,Jianfei,Zhao,53,212267
,Riechedly,Bazoer,72,245036
Duan Liuyu,Liuyu,Duan,64,212269
Jiang Shenglong,Shenglong,Jiang,52,245039
Zhu Chenjie,Chenjie,Zhu,62,245040
Zhou Junchen,Junchen,Zhou,55,245041
,Brayan,Córdoba,53,245043
,Cédric,Brunner,70,245045
,Issiaga,Sylla,70,215604
Diego López,Diego,López Rodríguez,76,212282
Lee Dong Kyung,Dong Kyung,Lee,67,146748
,Andreas,Maxsø,71,245054
,Koen,Bucker,60,212287
,Rafael,Ferrario,53,245056
,Otar,Kiteishvili,71,245057
,Kartal,Yılmaz,60,245058
Soldado,Roberto,Soldado Rillo,76,254296
,Joshua,Hare,61,146758
,Shinya,Yajima,65,212296
,Meshari,Al Thmali,60,237452
,Jack,O'Connell,78,212298
,Pavel,Maslov,66,212300
Choi Young Eun,Young Eun,Choi,58,248209
,Mateusz,Cholewiak,66,245074
,Luka,Racic,62,242915
,Amin,Nouri,65,245076
,Marko,Marin,75,179543
,Maxime,Busi,69,179546
,Stefan,Maierhofer,63,245084
,Diego,Živulić,63,179549
,Ola,Kamara,73,252574
,Mohammed,Al Haeti,56,179551
,Jonas,Meffert,69,245088
,Laurenz,Beckemeyer,54,212321
,Guy-Marcelin,Kilama,58,245090
,Miralem,Sulejmani,76,245092
,Finn Ole,Becker,65,179560
,Leo,Osaki,67,245097
,Robin,Ramírez,70,245098
,Mario,Gavranović,68,212332
,El-Hadji,Ba,65,179565
,Sam,Foley,62,212338
,Vitaliy,Lystsov,67,171923
,Gary,Hooper,72,212341
,Tomasz,Nowak,64,179574
,Loïs,Diony,72,179579
,Ilia,Gruev,61,212350
,Tim,Prica,60,248384
,Younes,Namli,73,245122
,Patryk,Plewka,56,226539
Pablo Hernández,Pablo,Hernández Dominguez,75,245125
,George,Boyd,67,179591
,Giorgi,Tsitaishvili,72,179592
,Denys,Popov,73,245131
,Josh,Sheehan,63,245132
Eduardo,Eduardo Antônio,Machado Teixeira,71,212366
,Giuliano,Galoppo,59,212369
,Adel,Taarabt,77,245138
Jefferson,Jefferson,Nogueira Junior,67,179605
,Dennis,Corozo,62,212374
Montero,Francisco,Montero Rubio,66,253849
,Mario,Osuna,65,244938
,Murad,Al Rashdi,59,212377
,Roberto,Insigne,69,212380
,Paul Ebere,Onuachu,72,212381
,Santiago,Giménez,62,212382
,Anthony,Syhre,64,245152
,Mohammed,Kudus,75,212385
,Adam,King,59,245155
Stoichkov,Juan Diego,Molina Martínez,70,212388
,Luis Javier,Suárez,75,245157
Juan Ibiza,Juan,Fernández Blanco,66,245158
Nouhou,Nouhou,Tolo,68,245159
,Steven,Moreira,71,237469
,Sören,Dieckmann,64,212401
,Federico,Bernardeschi,80,246917
,Bruce,Anderson,61,212404
,Jan-Christoph,Bartels,60,245174
,Simon,Kjær,80,245176
,Jesper,Juelsgård,65,179645
,Pascal,Gregor,63,179646
,Markus,Lackner,66,212417
,Tyrone,Mings,75,212418
,Wil,Trapp,72,212419
,Danylo,Sikan,64,212424
Kim Nam Chun,Nam Chun,Kim,65,247122
Jo Hyeon Woo,Hyeon Woo,Jo,75,212431
Lim Chai Min,Chai Min,Lim,67,212432
Jung Seok Hwa,Seok Hwa,Jung,67,212439
,Michal,Sadílek,72,212440
José Sá,José Pedro,Malheiro de Sá,78,245209
,Jordan,Teze,67,212442
,Roberts,Uldriķis,62,245211
,Luca,Garritano,69,245212
,Marcus,Tavernier,68,212446
,Mateo,Pavlović,75,237477
,Jérémy,Guillemenot,66,212449
Luís Rocha,Luís Augusto,Martins Rocha,65,245218
,Chris,Seitz,66,212451
,Callum,O'Dowda,70,179685
,José Joaquín,Martínez,72,212454
,Avilés,Hurtado,73,179687
Gonçalo Cardoso,Gonçalo Bento,Soares Cardoso,66,212456
,Roberto,Luzárraga,65,245226
,Florian,Krüger,69,253863
Alex Telles,Alex,Nicolao Telles,84,245228
,Rinaldo,Cruzado,69,212462
,Emiliano,Insúa,72,179695
,Carlos,Cisneros,69,179696
,Hedgardo,Marín,67,212466
,Ignacio,Saavedra,66,212467
Javi Sánchez,Javier,Sánchez de Felipe,68,245237
,Max,Kulke,57,245238
Tiago Silva,Tiago Rafael,Maia Silva,72,245239
Medrán,Álvaro,Medrán Just,74,212474
,Gary,Correa,67,212476
,Gyasi,Zardes,71,253866
,Sargon,Abraham,63,212478
,René,Klingenburg,67,245248
,Johann,Obiang,69,212481
,Wes,Burns,64,212483
,Danny,Bakker,65,212484
,Michael,Rose,67,212485
Iván Cuéllar,Iván,Cuéllar Sacristán,77,212487
João Lucas,João Paulo,Lázaro Lucas,69,146952
,Arthur,Masuaku,77,245257
,Aziz,Binous,53,212491
,Sullay,Kaikai,66,245260
,Mikkel,Kaufmann,65,212493
,Javier,Pinola,76,245264
,Marcelo,Weigandt,65,146963
,Leander,Dendoncker,78,246263
Iñaki Astiz,Iñaki,Astiz Ventura,63,212501
,Patrik,Gunnarsson,59,146969
,Peter,Nymann,64,245274
,Carlos,Ascues,68,155567
,Sho,Ito,67,212509
Reguilón,Sergio,Reguilón Rodríguez,82,179742
,Hakeeb,Adelakun,65,245279
,Sam,Vokes,69,212513
,Farid,El Melali,68,179746
,Mohammed,Jahfali,66,245283
,Jan,Žambůrek,60,210182
,Romain,Philippoteaux,71,245286
,Óscar,Cardozo,72,212519
Josan,José Antonio,Ferrández Pomares,70,179752
De la Fuente,Adrián,de la Fuente,64,229667
Anderson Talisca,Anderson,Souza Conceição,82,245290
,Murat Can,Yıldız,52,212523
,Facundo,Cobos,65,245292
Lee Sang Hyeob,Sang Hyeob,Lee,57,232515
,Emiliano,Vecchio,72,212532
,Aaron,Calver,63,179765
,Scott,Caldwell,64,212535
Diego Castro,Diego,Castro Giménez,76,212540
,Sekou,Sidibe,61,147006
Thuram,Rogério,Conceição Rosário,64,257611
,Damien,Da Silva,77,212551
,Nick,Townsend,61,179789
,Sebastián,Jurado,68,212560
Samir,Samir Caetano,de Souza Santos,71,235124
Borja Lasso,Borja,Lasso De La Vega,70,215651
,Diego,Barbosa,62,234033
,Arturo,Paganoni,68,237497
,Louie,Sibley,66,179800
,Tony,Figueroa,64,245340
,Brecht,Capon,69,237498
,Aaron,Bastiaans,59,179811
,Fabricio,Coloccini,71,245352
,José,Paradela,57,48745
,Luis,Robles,73,245354
,Happy,Jele,67,179820
,Walker,Zimmerman,73,179822
,Andrew,Farrell,68,212591
,Nabil,Alioui,63,212592
,Juan,Acosta,67,245364
,Güven,Yalçın,69,253886
,Alpay,Çelebi,61,245368
Diego Llorente,Diego Javier,Llorente Ríos,76,245369
,Thiago,Almada,73,212602
,Maxime,Chanot,72,245371
,Jérôme,Mombris,69,212607
,Rai,Vloet,65,212608
Diego Costa,Diego,da Silva Costa,80,221120
,Wesley,Saïd,72,179844
,Sami,Khedira,81,212613
,Federico,Fazio,77,179846
,Rodrigo Javier,De Paul,77,179847
,Fernando,Aristeguieta,72,212616
,Callum,Morton,63,212618
,Jean-Clair,Todibo,75,242967
,Ed,Upson,63,245388
,Joshua,Kimmich,88,171970
Santi Mina,Santiago,Mina Lorenzo,76,212622
,David,Kinsombi,70,212623
,Davie,Selke,73,212625
Park Yi-Young,Yi-Young,Park,64,212626
,Reuben,Reid,62,237507
Kim Ji Hyun,Ji Hyun,Kim,62,179860
,Scott,Tiffoney,60,245400
,Gary,Sawyer,64,245404
,Sulayman,Bojang,61,179869
,Montassar,Talbi,61,245406
,Paweł,Cibicki,66,245410
,Radhi,Al Otaibi,56,212643
,Alfons,Sampsted,66,245414
,Hussain,Salem,55,237511
,Kevin,De La Hoz,60,245420
,Ibrahim,Al Otaibi,51,254646
,Saleh,Al Saeed,50,245423
,Noah,James,54,245424
,Marash,Kumbulla,75,245425
,Monther,Al Nakhli,53,245426
,Chima,Okoroji,70,245427
,Kevin,Sessa,61,245428
,Andrés,Montero,69,242974
,Ragnar,Sigurðsson,71,253897
,Ari,Skúlason,69,179897
,Adolfo,Gaich,70,179899
,Ahmed,Abdu,63,245437
,Trent,Buhagiar,62,245438
,Martín,Aruga,62,232053
,Ludwig,Augustinsson,76,245440
,Jordan,Jones,71,212678
,Bryn,Morris,62,212680
,Jamille,Matt,59,212682
,Nawaf,Al Farshan,56,212683
,Gaëtan,Arib,61,245452
Rony Lopes,Marcos Paulo,Mesquita Lopes,78,245453
,Tim,Söderström,64,212692
,Patrik,Karlsson Lagemyr,66,212693
,Daniel,Mikołajewski,59,232057
,Cédric,Avinel,68,245465
,Kamil,Broda,53,179931
,Dawid,Pakulski,58,245470
David Luiz,David Luiz,Moreira Marinho,80,245475
,Yazeed,Al Bakr,61,179944
,Sebastián,Palacios,74,245481
,Piotr,Samiec-Talar,56,212715
,Dillon,Powers,63,245485
,DeAndre,Yedlin,76,212718
,Hicham,Boussefiane,67,212722
,Abdullah,Al Meqran,53,245492
,Habib,Al Watyan,59,245494
,Muhannad,Al Shudukhi,53,230765
Chema Núñez,Jose Maria,Núñez Martín,64,245496
,Abdulbasit,Hindi,61,245497
,Isaac,Olaofe,56,245499
,Raghid,Al Najjar,52,245501
,Enzo,Basilio,57,245502
,Hani,Al Sibyani,58,212735
,Joshua,Cavallo,55,245506
,Abdullah,Hassoun,61,245509
,Gianluca,Iannucci,51,245510
,Tomás,Martínez,69,245512
,Erik,Hurtado,63,212747
Alex Pinto,Alexandre,Reis Pinto,71,212750
,Frédéric,Frans,66,238759
,Stefan,Mauk,63,179984
,Jorrit,Hendrix,75,212753
,Adeleke,Akinyemi,61,212755
Edu Espiau,Eduardo David,Espiau Hernández,63,245526
,Stephen,McGuinness,60,245528
,Hugo,Silveira,64,212763
,Abdulkadir,Parmak,73,245532
,Emil,Ceïde,64,245535
,Kyogo,Furuhashi,66,245537
,Ben,Waine,59,245538
,Óscar,Duarte,72,245539
,Giovanni,Reyna,68,212772
,Giacomo,Figliuzzi,49,245541
,Christian,Kühlwetter,66,245542
Lee Chang Yong,Chang Yong,Lee,59,245543
Kwon Kyung Won,Kyung Won,Kwon,66,212776
,Kerem,Kesgin,56,212778
,Hiram,Boateng,63,242994
,Richard,Celis,64,212782
,James,Scott,64,253917
,Jean Jules,Mvondo,63,245553
,Ryo,Ishii,55,245554
,Jamal,Thiaré,67,247134
Kim Seung Dae,Seung Dae,Kim,71,212790
,Roberto,Domínguez,62,212791
,Theo,Bair,57,245562
,Linton,Maina,72,245563
,Zach,Clough,65,242997
,Nikolay,Rasskazov,71,212803
,Kekuta,Manneh,67,245572
,Mario,Lemina,77,212807
,Kosuke,Kinoshita,61,212811
João Mário,João Mário,Naval Costa Eduardo,80,212812
Park Joon Kang,Joon Kang,Park,62,212814
Lee Jeong Hyeop,Jeong Hyeop,Lee,68,212816
,Kensuke,Nagai,70,212817
,Dylan,Seys,65,212819
Víctor Gómez,Víctor,Gómez Perea,72,212821
,Awer,Mabil,72,245597
Alisson,Alisson,Ramses Becker,90,212830
,Christian,Sánchez,65,212831
,Jonas,Hofmann,62,245601
,Richie,Laryea,67,244083
,Allan,McGregor,74,232081
,Liam,Armstrong,50,49000
,David,Parkhouse,59,245609
,Eiichi,Katayama,63,245611
,Carlo,Armiento,55,245612
,Hiroto,Yamada,58,248227
Pelayo Morilla,Pelayo,Morilla Cabal,63,245615
,Kliver,Moreno,52,245616
,Kosuke,Shirai,66,248467
,Ren,Fujimura,60,245623
,Yuya,Fukuda,62,245624
,Riku,Matsuda,60,245625
,Lukáš,Masopust,75,245626
,Abdelkabir,Abqar,60,243007
,Youssouf,Fofana,73,245628
Miguel Morro,Miguel Ángel,Morro Muñoz,60,245630
,Michal,Trávník,71,245632
,Georginio,Rutter,63,243008
,Derek,Cornelius,65,245637
,Matthäus,Taferner,61,243009
,Nicolás,Castillo,72,248471
,Sven,Michel,69,212878
,Daniel,Amartey,73,212879
,Makhtar,Gueye,65,212883
,Jordan,Murray,60,245652
,Wylan,Cyprien,77,245653
,Carlos,Salcedo,72,212886
,Dawid,Kownacki,71,212888
,Altay,Bayındır,73,221168
,Michael,Seaton,60,243647
Hernâni,Hernâni Jorge,Santos Fortes,76,212909
Park Ji Soo,Ji Soo,Park,68,212911
Yun Pyeong Gook,Pyeong Gook,Yun,65,212912
,Carlos,Sierra,67,212915
,Scott,Galloway,63,245687
,Yuya,Oki,56,212923
,Adama,Traoré,66,242774
,Giovanny,León,59,245694
,Yuji,Ono,66,245699
,Laurent,Depoitre,75,212932
,Amine,Harit,77,212933
,Brede Mathias,Moe,67,232097
,David,Douline,68,212938
Chuca,Víctor,Moya Martínez,64,212939
,Björn,Kopplin,67,241465
,Edyairth,Ortega,61,180174
,José,Cevallos,68,243021
Álex Blanco,Alejandro,Blanco Sánchez,67,212944
,Jamie,Shackleton,65,245714
,Fabrice,Ondoa,68,245715
,Guillaume,Dequaire,65,212948
,Alexander,Groiß,66,212950
,Nathan,Collins,62,245719
,Gustav,Henriksson,64,248484
,Franco,Bustamante,63,245722
,Argyris,Kampetsis,64,245726
,Hendrik,Weydandt,70,245732
Ezequiel,Ezequiel,Santos da Silva,66,245733
,Nouh,Al Mousa,65,245736
,Marko,Marić,65,212971
,Miralem,Pjanić,85,212973
,Niklas,Stark,76,180206
,Patrick,Banggaard,63,212977
,Berkay,Dabanlı,64,212978
,Antoine,Baroan,61,212980
,Florian,Carstens,64,245749
,Séamus,Coleman,79,245750
,Andrés,Reyes,62,180216
,Steven,Luštica,62,246048
,Callum,Camps,66,212989
,Jón Daði,Böðvarsson,68,212990
,Albie,Morgan,58,212992
,Rhys,Healey,64,245761
,Sosuke,Shibata,54,212994
,Yuki,Ohashi,59,245765
,Gastón,González,60,245766
,Sven,van Beek,71,253953
,Olivier,Deschacht,70,213000
,Denis,Drăguș,66,49161
,Abdulfatah,Aseri,69,245770
,Abdulrahman,Al Ghamdi,64,213007
Cifu,Miguel Ángel,Garrido Cifuentes,69,213009
,Frank,Acheampong,76,213010
,Alessandro,Tripaldelli,60,213013
,Ben,Davies,72,245784
William,William,Fernando da Silva,70,213017
Iván Martínez,Iván,Martínez Marqués,60,180250
,Nelson,Balongo,60,245787
,Jozef,Pukaj,53,245796
,Jordan,Marié,69,245797
Park Yong Woo,Yong Woo,Park,68,213030
,Yann,Kitala,64,226652
,Willer,Ditta,66,245809
,Sebastian,Ring,63,245810
,Paddy,Kirk,60,226654
Fernandinho Silva,Luiz Fernando,Pereira da Silva,73,241687
Ki Sung Yueng,Sung Yueng,Ki,72,180281
,Doğan,Alemdar,52,180283
,Dejan,Damjanović,67,245822
Ren Wei,Wei,Ren,54,180287
Park Won Jae,Won Jae,Park,64,253963
Róber,Roberto,Suárez Pier,73,180293
,Francisco,Calvo,70,213063
,Çağlar,Söyüncü,80,213064
,Justice,Chabalala,64,232119
,Kosuke,Onose,69,236232
,Nnamdi,Ofoborh,65,245840
,Ibrahim,Traoré,74,243044
,Dylan,Chambost,64,245850
,Malik,Batmaz,59,245855
,Godsway,Donyoh,67,245856
,Talal,Al Absi,65,213089
,Samuel,Piette,71,213090
,Jack,Clisby,60,213092
,Storm,Roux,62,213093
,Lucas,Cavallini,73,213094
,Stefan,Bajic,62,213095
Marcelo,Marcelo Antônio,Guedes Filho,76,245865
,Mike,Vanhamel,69,180334
,Nils,Schouterden,70,180337
,Pape,Sané,63,180339
,Mattia,Viviani,63,213110
,Stefan,Lex,66,243049
,Ronan,Finn,62,213117
,Tomislav,Gomelt,62,180352
,Isaac,Hutchinson,58,213124
Rober,Roberto,González Bayón,67,245893
Luisinho,Luis Carlos,Correia Pinto,73,245894
,Caniggia,Elva,67,180359
,Adi,Mehremić,67,245898
,Luis,Binks,59,237591
,J'Neil,Bennett,61,245900
,Levin,Öztunalı,73,245901
,Divock,Origi,77,213134
,Steeven,Willems,70,213135
,Malachi,Fagan-Walcott,60,213136
,Jamie,Bowden,60,245906
,Jamie,Allen,67,245907
,Lorenco,Šimić,65,213147
,Cameron,Norman,62,237594
,Carlton,Morris,64,213151
,Kevin,Lokko,56,213152
,Roman,Zobnin,78,213155
,Moustapha,Zeghba,69,213160
Willian,Willian,Borges da Silva,82,251511
Lee Eu Ddeum,Eu Ddeum,Lee,65,180403
,Michele,Troiani,64,213172
,Ceyhun,Gülselam,70,237598
Lee Dong Jun,Dong Jun,Lee,63,180409
,Bassem,Srarfi,70,243061
Gonçalo Silva,Gonçalo Filipe,Oliveira Silva,71,237600
,Sam,Lundholm,67,213203
,Brad,Stuver,64,213204
Santi Jara,Santiago,Jara Collado,65,213206
,Kellyn,Acosta,71,213207
Atienza,Miguel Ángel,Atienza Villa,58,213209
Kim Dong Hyun,Dong Hyun,Kim,57,254786
Cho Jae Wan,Jae Wan,Cho,65,245981
,Billy,Gilmour,71,245983
,Anthony,Gomez Mancini,57,245992
,Samuel,Asamoah,70,245994
Mollejo,Víctor,Mollejo Carpintero,69,213228
Joni Montiel,Jonathan,Montiel Caballero,65,245999
,Axel,Torres,52,231873
,Joel,King,59,258052
,Cameron,Devlin,65,246005
,Adrien,Tameze,73,246006
Mao Haoyu,Haoyu,Mao,52,213242
,Marcos,López,63,243071
,Luther,Singh,73,246014
,Jordan,Adebayo-Smith,56,237539
Teng Shangkun,Shangkun,Teng,50,246020
,Santiago,Montoya,69,243073
,Dominik,Sváček,58,213260
,Santiago,Sosa,69,246032
,Aliou,Coly,65,246033
,Lucas,Cháves,73,213271
Jang Seong Won,Seong Won,Jang,51,213272
Andrés Martín,Andrés,Martín García,66,246043
,Pedro,De la Vega,71,246044
,Joe,Piggott,52,246045
,Andrés,Perea,63,246046
,Connor,Pain,65,246047
,Paulo,Retre,65,213280
,Divin,Baningime,56,213281
,Brahima,Doukansy,59,246050
,Adam,Long,54,248539
,Joe,Gelhardt,61,246052
,Marco,Bueno,65,246053
,Jonathan,Amon,65,204849
,Mathias,Honsak,68,241695
,Nicolás,Albarracín,66,232156
,Nabil,Bentaleb,75,213294
,Luis,Haquín,65,213296
,Oscar,Ribera,69,246065
,Sascha,Horvath,67,246066
,Ismael,Tajouri-Shradi,71,213301
,Benjamin,Goller,65,213302
,Jordan,White,64,246074
,Ludovic,Butelle,73,204853
,Rémi,Walter,71,49472
Kim Jin Su,Jin Su,Kim,71,213313
,Robin,Tranberg,63,213317
,Lassana,Doucouré,65,232161
,Saulo,Decarli,67,213322
,Sebastian,Pop,50,213323
,Senna,Miangue,67,256972
Vítor Tormena,Vítor,Tormena de Farias,71,213328
,Jonathan,Tah,79,246098
Bressan,Matheus,Simoneti Bressaneli,69,213331
,Osama,Ashoor,59,213332
,Ryan,Gravenberch,70,213333
,Jonathan,Ring,68,246104
,Matías,Palacios,65,213338
,Alexander,Díaz,63,246107
,Dillon,Barnes,58,246108
,Kingsley,Coman,84,213344
,Santiago,Briñone,62,213345
,Umut,Meraş,69,246114
Vieirinha,Adelino André,Vieira de Freitas,75,246118
,Stephen,Kelly,60,177553
,Daishawn,Redan,60,246121
,Clinton,Mola,66,246123
,Paul,Will,62,246126
Iriome,Iriome,González González,66,246127
,Jack,Baxter,50,180593
,Laurent,Abergel,70,246134
,Lucas,Rougeaux,65,213367
,Kwame,Yeboah,63,213368
Choi Jae Young,Jae Young,Choi,50,213369
,Lebo,Mothiba,72,252609
,Filip,Holender,67,237631
Aderllan Santos,Aderllan,de Jesus Santos,76,246141
,Jamie,Hanson,65,213374
,Hazaa,Al Hazaa,65,213376
,Mason,Greenwood,77,213377
,Kehinde,Fatai,67,246147
,Marius,Constantin,69,213380
,Alexander,Ahl Holmström,58,147846
,Sam,McCallum,66,246151
,Flavien,Tait,76,246155
,Ewoud,Pletinckx,67,213388
,Mads,Hermansen,55,246157
,Ethan,Laird,66,246158
,Cian,Murphy,49,246159
,Ronan,Hurley,55,246161
,Nicholas,Gioacchini,60,246162
,Lautaro,Valenti,70,254019
Yin Congyao,Congyao,Yin,51,246164
,Diego,Laxalt,77,243097
Roberto López,Roberto,López Alcaide,64,213400
,Tommy,Elphick,69,246169
,Paweł,Dawidowicz,68,180635
Cao Dong,Dong,Cao,50,213404
,Harvey,Elliott,65,243098
,Matt,Macey,65,246174
,Daniël,van Kaam,66,213407
,Alfie,Bates,59,246179
,Lawrence,Vigouroux,62,246180
,William,Troost-Ekong,73,213413
,Tomáš,Wiesner,62,213414
Li Shuai,Shuai,Li,67,246183
,Chuba,Akpom,73,243100
,Bauyrzhan,Islamkhan,71,213418
,Paul,Arano,63,213420
,Mikhail,Ignatov,64,246189
,Julián,Álvarez,71,246190
,Branden,Horton,53,246191
,Marcel,Ruiz,72,246194
,Clint,Irwin,65,244973
,Jevani,Brown,63,213428
,Stiven,Plaza,68,213434
,Jonathan,Osorio,70,246203
,Rubén,González,65,213439
,Eduardo,López,70,213444
,Raúl,López,72,213445
,Paweł,Stolarski,66,213446
Cui Lin,Lin,Cui,50,213449
,Jack,Lankester,60,243107
,Matthias,Phaëton,61,246228
,Courtney,Senior,65,246230
,José Antonio,Cobián,57,226724
,Ezequiel,Bullaude,59,246234
,Darijan,Bojanić,68,246237
,Hans Christian,Bernat,54,213471
,Craig,Cathcart,74,246240
,Fouad,Bachirou,73,180706
,Ryan,Rydel,50,213480
Guilherme,Guilherme Alvim,Marinato,78,246249
,Stojan,Lukić,62,180714
,Liam,Reddy,63,213483
,Alexey,Mironov,59,180717
,Daniil,Kulikov,60,246254
,Daniel,De Silva,65,246255
,Amar,Ćatić,62,213488
,Isaiah,Brown,71,246257
,Adam,Jahn,64,213490
,Lucio,Soldini,54,213491
,Wesley,Moustache,59,246262
,Jonas,Scholz,55,242793
,Jacob,Une Larsson,71,246264
,Serge-Junior,Martinsson Ngouali,70,213497
,Dominik,Kotarski,66,213498
,Danny,Walker-Rice,53,246267
,Rob,Cornwall,60,246268
,Santiago,Brunelli,64,213502
,Răzvan,Pleșca,69,254037
,Eiji,Kawashima,68,147970
,Nikolai,Topor-Stanley,64,180739
,José,Cazares,63,180740
Iván Martos,Iván,Martos Campillo,69,254038
,Guðmundur,Þórarinsson,70,246279
Igor de Camargo,Igor Alberto,Rinck de Camargo,70,213512
,Léo,Seydoux,61,49674
Ricardo Horta,Ricardo Jorge,da Luz Horta,79,246283
,Tarek,Elrich,60,213516
,Brad,Walker,60,180749
,César,Huerta,61,213519
,Kengo,Nakamura,68,246289
,Patrick,Da Silva,64,180754
,Fahad,Al Shammari,58,213527
,Himad,Abdelli,61,180760
,Nicolai,Poulsen,71,246297
,Brayan,Vera,58,213530
,Łukasz,Poręba,63,246300
,Kyle,Zobeck,56,246301
,Maxime,Crépeau,71,213535
Miguel Luís,Miguel,Mariz Luís,69,213536
,Kasper,Pedersen,65,246309
Fabio Lopes,Fabio,Lopes,51,213543
,Liam,Smyth,52,246312
,Yuki,Soma,66,246315
,Morgan,Ferrier,62,246316
,Johan,Hove,63,213553
João Pedro,João Pedro,Almeida Machado,66,234066
,Antonis,Aidonis,57,213557
,Mounaïm,El Idrissy,64,246328
,Thomas,Lemar,81,246329
,Alfred,Ndengane,66,213565
,Federico,Navarro,64,246334
,Matko,Miljevic,63,246335
,Aaron,Taylor-Sinclair,63,246336
,Stephen,O'Donnell,69,213569
,Marius,Gersbeck,68,213570
,Leonel,Nazareno,59,213573
,Ondřej,Kúdela,74,254049
Puertas,Antonio José,Rodríguez Díaz,77,180808
,Martín,Nervo,73,213577
,Enzo,Le Fée,67,213581
,Jozy,Altidore,74,246350
Guillamón,Hugo,Guillamón Sammartín,69,176237
,David,McGoldrick,74,246352
,Adam,Lallana,77,180818
,Alejandro,Sánchez,67,180819
,Joaquín,Muñoz,63,213588
,Edwar,López,69,213589
,Radim,Řezník,74,242339
,Nicolás,Guirin,70,180823
,Ivan,Šaponjić,67,254052
,Diego,Valdés,72,232207
,Iván,Cartés,65,213597
,Osvaldo,Bosso,69,254053
,Andrei,Prepeliță,64,213602
,Hosam,Aiesh,71,148067
,Simon,Gustafson,72,213612
,Mamudu,Moro,64,213613
,Joe,Scally,51,246382
,Adi,Nalić,65,243133
,Diego,Vallejos,65,246385
,Sebastián,Sáez,70,213618
,Felipe,Mora,73,213619
,Ylldren,Ibrahimaj,67,213620
,Sondre,Bjørshol,66,246389
,Johnny,Furdal,65,246390
,Even,Østensen,61,246393
,John,García,59,246394
,Erick,Pulgar,76,243135
,Santiago,Rojas,70,213629
,Daire,O'Connor,59,246398
,Fabrice,Hartmann,60,246400
,Macauley,Bonne,65,246401
,Tom,Lapslie,64,213634
,Jhon,Cifuente,68,213635
,Bryan,Angulo,70,246404
,Xavier,Arreaga,66,246405
,Ronaldo,Prieto,63,246406
,Iván,Salazar,64,244743
,James,Wilson,63,254060
,Andreas,Geipl,68,213642
Miguel Oliveira,Miguel Aires,Fernandes Olivera,65,213644
,Noah,Fadiga,62,213646
,Pierre-Emile,Højbjerg,80,246415
,Yari,Verschaeren,72,213648
,Jérémy,Doku,71,246419
,Tom,Dallison,60,246420
,Glen,Kamara,69,213653
,Igor,Akinfeev,80,213654
,Joachim,Rothmann,59,148119
Nacho Monreal,Ignacio,Monreal Eraso,80,246424
,Fankaty,Dabo,70,177604
,Andreas,Christensen,79,213659
,Dušan,Vlahović,70,213661
,Kevin,Wright,65,246430
,Tobias,Englund,61,213663
,Jordan,Houghton,63,246432
,Ruben,Loftus-Cheek,78,213665
,Dion,Conroy,61,213666
Kyung Gun Mun,Mun,Kyung Gun,60,213667
,Heradi,Rashidi,64,246436
,Isak,Ssewankambo,64,243142
,Jay,O'Shea,65,213670
,Walter,Figueira,58,180903
,Rei,Matsumoto,68,213672
,Naoya,Fukumori,62,246441
,Yoshinori,Suzuki,70,246442
,Tomoki,Iwata,68,246443
,Tom,Pugh,52,246444
,Kévin,Cabral,64,246446
,Nathan,Holland,64,246450
,Donald,Love,65,237683
,Liam,Grimshaw,67,213686
,Destan,Bajselmani,61,213687
,Ben,Pearson,75,246456
,Mohamed,Daramy,67,213689
,Josh,Harrop,68,246459
,Joe,Rothwell,68,213692
,Kenji,Gorré,68,213693
,Sean,Goss,64,213694
,Matty,Willock,60,213695
,Paddy,McNair,70,213696
,Edin,Džeko,83,213697
,Ashley,Fletcher,70,180930
,Agustín,Urzi,73,213699
,Hervin,Ongenda,69,246469
Camacho,João Pedro,Gomes Camacho,71,213702
Isi Gómez,Isaac,Gómez Sánchez,61,213705
,Aldo,Rocha,72,213709
,Petteri,Forsell,68,213711
,Bismar,Acosta,69,213717
,Alec,Kann,64,213718
,Lebogang,Phiri,73,213719
,Andre,Hasanally,56,213725
,Sondre,Rossbach,69,251945
,Leandro,Suhr,66,213729
,Alexandr,Selikhov,76,254075
,Jerome,Opoku,66,213732
,Josh,Wright,63,241710
,Hasan,Yurtseven,57,177618
Arsénio,Arsénio Martins,Lafuente Nunes,72,254077
,Artem,Rebrov,70,213746
,Ken,Sema,73,148212
,Aldo,Mota,54,213750
,Iván,Moreno,60,253691
,Abderrazak,Hamdallah,79,243157
,Rasmus,Schüller,71,213761
,Felix,Michel,63,213763
,Estéfano,Arango,68,213765
,Brad,Knighton,66,221313
,Iver,Fossum,71,181001
,Leigh,Broxham,65,213777
,Zak,Dearnley,61,181010
,Osame,Sahraoui,62,237699
,Nordin,Gerzić,66,246548
,Óskar,Sverrisson,60,181013
,Laurențiu,Corbu,63,246552
,Francisco,Casanova,58,246557
,Daniel,Popa,62,254085
,Mihai,Popescu,64,246560
,Deian,Sorescu,70,246561
,Danny,Grant,60,246562
,Yianni,Perkatis,58,243163
,Bafodé,Diakité,68,213796
,Alex,Mowatt,70,246565
João Virgínia,João Manuel,Neves Virgínia,63,213798
,Farouk,Miya,68,237704
